0,0.79019
0.01,0.62212
0.02,0.28904
0.03,0.036487
0.04,0.13907
0.05,0.30833
0.06,0.41637
0.07,0.48086
0.08,0.57324
0.09,0.63976
0.1,0.68687
0.11,0.7227
0.12,0.75143
0.13,0.7878
0.14,0.81855
0.15,0.82936
0.16,0.84396
0.17,0.8327
0.18,0.87091
0.19,0.88775
0.2,0.89774
0.21,0.88837
0.22,0.89233
0.23,0.89312
0.24,0.92006
0.25,0.92165
0.26,0.92709
0.27,0.93551
0.28,0.93935
0.29,0.94949
0.3,0.93799
0.31,0.95499
0.32,0.95195
0.33,0.95455
0.34,0.96358
0.35,0.95752
0.36,0.96047
0.37,0.96049
0.38,0.96632
0.39,0.96773
0.4,0.96963
0.41,0.96756
0.42,0.97471
0.43,0.97169
0.44,0.97311
0.45,0.97945
0.46,0.98022
0.47,0.97795
0.48,0.98016
0.49,0.98184
0.5,0.98343
0.51,0.98206
0.52,0.98277
0.53,0.98422
0.54,0.98599
0.55,0.98556
0.56,0.98456
0.57,0.98175
0.58,0.98431
0.59,0.98745
0.6,0.98492
0.61,0.98773
0.62,0.98578
0.63,0.98541
0.64,0.98836
0.65,0.98745
0.66,0.98725
0.67,0.98905
0.68,0.9876
0.69,0.98969
0.7,0.98874
0.71,0.98983
0.72,0.98926
0.73,0.9897
0.74,0.99066
0.75,0.98894
0.76,0.99154
0.77,0.99004
0.78,0.9923
0.79,0.99207
0.8,0.99303
0.81,0.99206
0.82,0.99254
0.83,0.99325
0.84,0.99339
0.85,0.99167
0.86,0.99342
0.87,0.99303
0.88,0.99373
0.89,0.99369
0.9,0.99397
0.91,0.99392
0.92,0.99335
0.93,0.99395
0.94,0.99429
0.95,0.99477
0.96,0.99385
0.97,0.99448
0.98,0.99519
0.99,0.99487
1,0.99488
